Country,Subnational region,Module,Indicator,Configuration,2015
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male+Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Male,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 0; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 1; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 2; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 3; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 4; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 5; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 6; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 7; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 8; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 9; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 10; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 11; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 12; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 13; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 14; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 15; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 16; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 17; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 18; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 19; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 20; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 21; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 22; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 23; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 24; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 25; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 26; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 27; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 28; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 29; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 30; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 31; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 32; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 33; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 34; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 35; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 36; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 37; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 38; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 39; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 40; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 41; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 42; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 43; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 44; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 45; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 46; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 47; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 48; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 49; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 50; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 51; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 52; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 53; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 54; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 55; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 56; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 57; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 58; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 59; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 60; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 61; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 62; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 63; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 64; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 65; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 66; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 67; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 68; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 69; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 70; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 71; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 72; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 73; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 74; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 75; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 76; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 77; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 78; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 79; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Age-specific total mortality (Mx),age 80; Total Region; Female,#N/A
WPRB,,Demographic Projection (DemProj),Births,Total Region; Male+Female,#N/A
AMRA,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Male+Female,4598805
AMRA,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Male+Female,4600617
AMRA,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Male+Female,4596908
AMRA,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Male+Female,4580912
AMRA,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Male+Female,4554722
AMRA,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Male+Female,4535230
AMRA,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Male+Female,4524222
AMRA,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Male+Female,4516385
AMRA,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Male+Female,4538888
AMRA,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Male+Female,4594327
AMRA,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Male+Female,4661956
AMRA,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Male+Female,4744607
AMRA,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Male+Female,4839549
AMRA,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Male+Female,4908607
AMRA,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Male+Female,4939169
AMRA,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Male+Female,4950497
AMRA,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Male+Female,4942134
AMRA,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Male+Female,4921162
AMRA,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Male+Female,4894833
AMRA,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Male+Female,4870432
AMRA,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Male+Female,4845543
AMRA,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Male+Female,4821214
AMRA,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Male+Female,4800936
AMRA,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Male+Female,4794922
AMRA,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Male+Female,4792057
AMRA,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Male+Female,4758836
AMRA,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Male+Female,4690717
AMRA,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Male+Female,4596423
AMRA,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Male+Female,4536610
AMRA,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Male+Female,4519251
AMRA,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Male+Female,4503821
AMRA,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Male+Female,4498003
AMRA,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Male+Female,4501389
AMRA,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Male+Female,4643794
AMRA,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Male+Female,4726873
AMRA,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Male+Female,4982318
AMRA,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Male+Female,4945404
AMRA,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Male+Female,4891379
AMRA,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Male+Female,4827235
AMRA,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Male+Female,4763683
AMRA,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Male+Female,5204935
AMRA,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Male+Female,5257263
AMRA,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Male+Female,5296501
AMRA,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Male+Female,5319316
AMRA,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Male+Female,5320586
AMRA,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Male+Female,5295946
AMRA,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Male+Female,5243086
AMRA,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Male+Female,5162245
AMRA,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Male+Female,5056151
AMRA,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Male+Female,4929627
AMRA,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Male+Female,4785930
AMRA,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Male+Female,4630519
AMRA,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Male+Female,4469050
AMRA,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Male+Female,4305420
AMRA,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Male+Female,4140114
AMRA,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Male+Female,3973308
AMRA,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Male+Female,3803507
